Joke,Category,Likes,Dislikes,Like%
Jason gets off the elevator on the 50th floor and nervously knocks on his blind date's door. She opens it and is very beautiful and charming. "I'll be ready in a few minutes^" she says. "Why don't you play with Spot^ my dog^ while you're waiting? He does wonderful tricks. He rolls over^ shakes hands^ sits up^ and if you make a hoop with your arms^ he'll jump through." The dog follows Jason onto the balcony and starts rolling over. John makes a hoop with his arms and Spot jumps through^ over the balcony railing. Just then^ Jason's date walks out. "Isn't Spot the cutest^ happiest dog you've ever seen?" "To tell the the truth^ " he replies^ "Spot seemed a little depressed to me!",animal-jokes,42,65,0.39252338
There were three pigs. The first pig went to a bar^ ordered a drink^ gulped it down^ went to the bathroom^ and then left. The second pig went to the same bar^ ordered a drink^ gulped it down^ went to the bathroom^ and then left. The third pig went to the same bar^ ordered a drink^ gulped it down^ and was just going to leave. The bartender asked if he was going to the bathroom^ the third little pig said^ “No^ I’m the little pig that goes weee weee weee all the way home.”,animal-jokes,42,21,0.6666667
To err is human. To forgive is also human. Actually^ everything you do is human. Except for laying eggs. That's more of a bird thing.,animal-jokes,40,32,0.5555556
Q: Where does a cow go on vacation? A: An aMOOsement park.,animal-jokes,37,63,0.37
Q: What do you call a cow that eats your grass? A: A lawn moo-er.,animal-jokes,36,32,0.5294118
If a cow poops in a fishtank with no fish in it^ is it still a fishtank? Or is it now an entirely different entity?,animal-jokes,36,270,0.11764706
Why do Polish dogs have flat faces? From chasing so many parked cars.,animal-jokes,35,67,0.34313726
Q: Why did the cow cross the street? A: To get to the udder side.,animal-jokes,33,82,0.28695652
A duck walks into a bar and orders a drink. The bartender says^ "We don't serve ducks here." The duck says^ "I'll pay you $20." "Your money isn't good here." "Then put it on my bill.",animal-jokes,33,28,0.5409836
Q: What do you call bear with no teeth? A: Gummy bear,animal-jokes,31,13,0.70454544
Q: Why can't you see a Hippopotamus hiding in a tree? A: Because he's really good at it.,animal-jokes,31,54,0.3647059
Q: How do you put an elephant into a Safeway bag? A: You take the "f" out of safe & the "f" out of way- wait^ there's no "f" in way!,animal-jokes,31,87,0.26271185
Q: What do dolphins have that no other mammals have? A: Baby dolphins.,animal-jokes,31,42,0.42465752
What do you call a bee which is always complaining? A grumble bee.,animal-jokes,30,46,0.39473686
Why is turtle wax so expensive? Because they have such small ears.,animal-jokes,28,76,0.26923078
What is the scariest type of dinosaur? A Terror-dactyle.,animal-jokes,28,35,0.44444445
Life is like fighting a gorilla^ you don't stop when you get tired^ you stop when the gorilla does.,animal-jokes,28,26,0.5185185
Q: What does a cheetah say when someone looks at it? A: "I've been spotted!",animal-jokes,27,10,0.7297297
Q: What do you call a deaf dog? A: It doesn't matter; it can't hear you.,animal-jokes,24,30,0.44444445
Q: What do you call a dinosaur that sits on nails? A. Megasaurus (mega sore ass).,animal-jokes,24,38,0.38709676
What does a gay horse eat? Heeeeyyy.,animal-jokes,24,34,0.41379312
Q: Where do cows go to get some culture? A: The mooseum!,animal-jokes,23,38,0.37704918
Girl: Do you believe in puppy love? Boy: I tried it once^ but their a**holes are too small.,animal-jokes,23,85,0.21296297
There is a drunk guy in a bar and a big^ fat woman with a parrot on her shoulder. She sits by the drunk guy and he looks over at her and says^ "Where'd you get that hog?" She looks at him and frowns. He takes a few more drinks^ then he says^ "Where'd you get that hog?" She looks and says^ "I'll have you know^ this is not a hog^ this is a parrot!" The dude says^ "Well I'll have you know^ I was talking to the hog.",animal-jokes,22,40,0.3548387
Why did the mother cat move her kittens? She didn’t want to litter.,animal-jokes,22,28,0.44
Q: How many tickles does it take to get a Octopus to laugh? A: Ten Tickles.,animal-jokes,20,15,0.5714286
Why do gorillas have such big nostrils? Because they have such big fingers.,animal-jokes,20,34,0.37037036
I drove my sister's guinea pig to the vet this morning. My new golf clubs work great!,animal-jokes,20,63,0.24096386
A blonde drops off her dress to the dry cleaners The lady says^ "Come Again!" The blonde says^ "No^ it's toothpaste this time.",blonde-jokes,55,24,0.6962025
A Guy urgently needed a few days off work^ But^ he knew the Boss would not allow him to leave. he thought that maybe if he acted "Crazy" Then he would tell him to take a few days off. So^ he hung upside-down on the ceiling & Made funny noises. His co-worker (who's blonde)! asked him what he was doing. He told her that he was pretending to be a light bulb^ So^ that the Boss might think he was "Crazy" & give him a few days off. A few minutes later the Boss came into the office and asked^ "What are you doing?" He told him he was a light bulb. He said^ "You are clearly stressed out." Go home & recuperate for a couple of days." He jumped down & walked out of the office... When his co-worker (the blonde) followed him^ The Boss asked her "...And where do you think you're going?!" She said^ "I'm going home too^ I can't work in the dark!!,blonde-jokes,43,24,0.64179105
A blonde^ a redhead^ and a brunette are all being chased by cops. They reach an alley and there are 3 barrels. The redhead goes into the barrel filled with cats^ the brunette goes into the barrel full of dogs^ and the blonde goes inside the barrel filled with potatoes. The cops arrive at the alley and kick the barrels to see which ones have people in them. The cop kicks the barrel with cats and the redhead goes "Meow meow" so she doesn't get caught. The cop kick the barrel with dogs and the brunette goes "Bark bark" so she doesn't get caught. The cop kicks the barrel with the potatoes and the blonde says "Potato^ Potato".,blonde-jokes,38,14,0.7307692
Two blondes were traveling to Disneyland^ the sign said "Disneyland left" so they started crying and headed home.,blonde-jokes,38,8,0.82608694
Three men are all working on building a house. They go up to the roof for lunch^ and unwrapped their sandwiches. The Brunette says "if I get one more Tuna sandwich^ I'm going to jump off this roof and kill myself. The black haired one says "if I get one more pickle and lettuce sandwich^ I^ too^ am going to jump off this roof and kill myself. The blonde looks at his sandwich and also declares^ "if I get one more peanut butter and jelly sandwich^ I'm going to jump off this roof and kill myself." The next day^ they all get the same sandwiches and kill themselves. That night^ their wives all meet up and mourn. "If I had known that my husband was going to kill himself over a sandwich^ I wouldn't have given it to him." The brunette cries. "Same^" the raven head replies. They both look at the blonde. "Don't look at me^ he packed his own lunch!",blonde-jokes,37,11,0.7708333
A redhead tells her blonde stepsister^ "I slept with a Brazilian...." The blonde replies^ "Oh my God! You slut! How many is a brazilian?",blonde-jokes,34,20,0.6296296
3 women were on a island^ a blonde^ a brunette^ and a red head. They find a magic lamp which a genie pops out of. He grants them all one wish. The red head wishes that a boat would come and get her. Soon after a boat appears and she is saved. The brunette wishes that a plane will come to get her. Soon after a plane appears and she is saved. The blonde starts to get bored and says "I wish my friends were here!",blonde-jokes,31,12,0.7209302
One day a man walks past a blonde listening to some terrible music and says^ "You should listen to 50 Cent^ he's a lot better." The blonde replies^ "Okay." and the man walks away. The next day he walks past the blonde and she is rubbing 2 quarters together and he asks^ "What are you doing?" She answers in confusion^ "I'm listening to 50 Cents^ but it's not that good.",blonde-jokes,27,38,0.41538462
there's a blonde a brunette and a ranger there stuck on an island and decide they gonna try to get off the island they find out the islands 1000 kilometers from the shore so the brunette swims all the way then the ranger swims all the way the the blonde swims half way decides shes tired and swims back,blonde-jokes,24,21,0.53333336
A young blonde fears her husband is having an affair. She goes to a gun shop and buys a handgun. The next day she finds him in bed with a redhead. She grabs the gun and holds it to her own head. The husband jumps off the bed and starts begging and pleading with her not to shoot herself. Hysterically^ the blonde responds to the husband: "Shut up^ you're next.",blonde-jokes,23,18,0.5609756
Two blondes walk into a tanning salon. The receptionist asks^ "Are you two sisters?" They chuckled and reply^ " No^ we aren't even Catholic.",blonde-jokes,20,30,0.4
A blonde picks up a grenade and throws it at you what do you do?.... You pick it back up^ pull the key and throw it back. :),blonde-jokes,13,14,0.4814815
At first I thought you had the IQ of an ice scraper^ but then it occured to me that an ice scraper has two things you don't^ direction and purpose.,insult-jokes,40,14,0.7407407
Do you want me to accept you as who you are^ or do you want me to like you?,insult-jokes,38,11,0.7755102
You must have a low opinion of people if you think they're your equals.,insult-jokes,38,10,0.7916667
You should have been born in the Dark Ages^ you look terrible in the light.,insult-jokes,37,9,0.8043478
I hear you were born on a farm. Any more in the litter?,insult-jokes,37,18,0.6727273
Never trust a bald man. If his head looks like your ass^ you know he's full of sh*t.,insult-jokes,37,28,0.5692308
You are such a smart ass I bet you could sit on a carton of ice cream and tell what flavor it is.,insult-jokes,36,8,0.8181818
You're not yourself today. I noticed the improvement immediately.,insult-jokes,36,10,0.7826087
If we took the collective stupidity of every low-life imbecile known since the evolution of man^ it might be close to the complete lack of brain function you possess.,insult-jokes,36,15,0.7058824
I wish I had a hearing aid so I could turn you off.,insult-jokes,36,6,0.85714287
I know you are nobody's fool but maybe someone will adopt you.,insult-jokes,35,26,0.57377046
You are a pathetic scumbag. Your parents were scum and you're doing a most glorious job of following the tradition.,insult-jokes,35,15,0.7
I was about to engage in some serious debate about what you just stated^ but then I remembered that I dont give a damn.,insult-jokes,35,9,0.79545456
Act your age^ not your shoe size.,insult-jokes,33,19,0.63461536
You must have gotten up on the wrong side of the cage this morning.,insult-jokes,33,8,0.80487806
A man went to the All Stars game with two front row seat tickets. He sat down and then another man asked him if the other chair was taken. The man said " no^ it was supposed to be for my wife." The other man said " well where is she? And he said "she died two days ago" from a stroke. The other man said "well thats unfortunate^ I'm so sorry for you. But should'nt you give this seat to another family members?" And the man said^ "no they're all at the funeral",insult-jokes,32,27,0.5423729
A half-wit gave you a piece of his mind^ and you held on to it.,insult-jokes,30,11,0.73170733
All that you are you owe to your parents. Why don't you send them a penny and square the account?,insult-jokes,30,12,0.71428573
When they were handing out brains^ you thought they said trains and asked for a slow one.,insult-jokes,30,10,0.75
Don't let your mind wander; it's too little to be let out alone.,insult-jokes,29,19,0.6041667
With your last statement and current appearance^ you have just answered the question^ "Did the white man ever f*ck the buffalo?",insult-jokes,28,24,0.53846157
His men would follow him anywhere^ but only out of morbid curiosity.,insult-jokes,27,10,0.7297297
I can't seem to remember your name^ and please don't help me!,insult-jokes,27,13,0.675
I heard that your brother was an only child.,insult-jokes,27,31,0.46551725
I'd slap you senseless^ but I can't spare three seconds!,insult-jokes,27,14,0.6585366
He has an IQ of room temperature.,insult-jokes,27,12,0.6923077
Are you aware that you're a pathetic freak? Or are you just completely oblivious to reality.,insult-jokes,26,20,0.5652174
If brains were rain^ you'd be a desert.,insult-jokes,24,8,0.75
Your sister's teeth are so crooked^ Amtrack had to install her braces.,insult-jokes,23,23,0.5
A year ago someone who said^ "I'm the mayor of Kentucky Fried Chicken^" was an insane old homeless man. Now^ he's a hipster teen with an iPhone.,insult-jokes,22,27,0.4489796
When you were born^ God admitted that even He could make a mistake!,insult-jokes,22,37,0.37288135
He has occassional flashes of silence^ which makes his conversation perfectly delightful.,insult-jokes,22,12,0.64705884
Obama^ Putin and Tony were going for a walk when a giant came up to them. He told them to bring a human killing machine from their country so as to not die from his wrath. First came Tony with a small pistol^ Giant told him to put it up his ass. then came Putin with AK-47^ Giant told him to do the same^ Surprisingly Putin was crying and laughing at the same time. The giant asked him why he was crying he said because of the pain^ then he asked why he was laughing he then said that Obama was bringing a tank,insult-jokes,21,8,0.7241379
I'd love to go out with you^ but my favorite commercial is on television.,insult-jokes,21,30,0.4117647
I want you to know that it is perfectly all right to have an unexpressed thought. In your case I even recommend it.,insult-jokes,20,19,0.51282054
For two cents I'd give you a piece of my mind^ and all of yours.,insult-jokes,20,10,0.6666667
He comes from a long line of real estate people...they're a vacant lot.,insult-jokes,20,11,0.6451613
He is always lost in thought^ it's unfamiliar territory.,insult-jokes,20,18,0.5263158
If truth is stranger than fiction^ you must be truth!,insult-jokes,20,11,0.6451613
I've had many cases of love that were just infatuation^ but this hate I feel for you is the real thing.,insult-jokes,20,10,0.6666667
Slit your wrists^ it will lower your blood pressure.,insult-jokes,20,49,0.28985506
You're pathetic. Don't believe me? Ask your wife^ she might tell you since she probably tells her friends what a dipsh*t you are.,insult-jokes,20,23,0.4651163
I've had a perfectly wonderful evening^ but this wasn't it.,insult-jokes,20,7,0.7407407
If sex were fast food^ you'd have an arch over your head.,insult-jokes,19,54,0.26027396
It's hard to get the big picture when you have such a small screen.,insult-jokes,19,12,0.61290324
You've never been outspoken^ no one has ever been able to.,insult-jokes,19,32,0.37254903
When you and your momma had an argument^ it was a battle of the wits. Nit versus Dim. Then your dad joined^ and it was Nit versus Dim verses Half.,insult-jokes,18,45,0.2857143
He has a mind like a steel trap^ always closed!,insult-jokes,18,17,0.51428574
He is so short^ his hair smells like feet.,insult-jokes,18,55,0.24657534
Someone took a photo of you once but it didn't turn out. You could be seen too clearly.,insult-jokes,18,30,0.375
You're like one of those "idiot savants^" except without the "savant" part.,insult-jokes,18,30,0.375
Your house is so small^ if you dropped a washcloth^ it would look like wall to wall carpeting.,insult-jokes,18,33,0.3529412
I can tell that your charisma bypass was successful.,insult-jokes,18,28,0.39130434
A rejection letter from MENSA wouldn't be too much of a surprise for you now^ would it?,insult-jokes,17,34,0.33333334
The only thing he brought to this job was his car.,insult-jokes,17,40,0.2982456
Johnny and Dave own a meat business. they are driving down a dirt road in there meat truck and hit something big bang!!!!! what the hell was that said johnny. Dave said i have know idea. johnny said go have a look. Dave comes back and said we've hit a cow. johnny said is it any good. Dave said its head is crushed. johnny said well cut its head off skin it gut it and put it in the back with the rest. so they drive down the road and hit a sheep johnny said is it any good Dave said yes johnny said skin it gut it chuck it in the back with the rest. they drove down the road a little bit more bang!!!!! what the f*ck was that said johnny i don't know. go have a look said johnny. Dave came back and said we've hit a pig johnny said is it any good yeah skin it gut it chuck it in the back with the rest. dave comes back and says what do you want me to do with his motorbike,insult-jokes,16,25,0.3902439
We know that you would give your life for us. Promises^ promises!,insult-jokes,15,58,0.20547946
A family of four were having a dinner^ everybody were bored^ so the dad says" lets play a game^" what is something you lick but get really tempted to just eat^" the the girl says "a lollipop" the dad says "correct!" now what do you put in your mouth but don't swallow and the boy is like "DEEZ NUTS",insult-jokes,11,6,0.64705884
Two hookers where standing and one left and then came back later. One said I can smell the dick in the air and the other one said excuse me I burped,insult-jokes,10,2,0.8333333
Hickory Dickory Dock. Two mice ran up the clock. The clock struck one and the other got away with minor injuries.,miscellaneous-jokes,288,213,0.5748503
Three men were at a bar discussing coincidences. The first man said^ "My wife was reading A Tale of Two Cities and she gave birth to twins." "That’s funny^" the second man remarked^ "My wife was reading The Three Musketeers and she gave birth to triplets." The third man shouted^ "Oh my^ I have to rush home!" When asked what the problem was^ he exclaimed^ "When I left the house^ my wife was reading Ali Baba and the Forty Thieves!",miscellaneous-jokes,286,51,0.8486647
An old man goes to the doctor for some tests. When he gets the results^ the doctor tells him that he has bad news. The old man says^ "Just give it to me straight^ doc." The doctor says^ "Well^ you have cancer^ and you have Alzheimer's." The old man says^ "I guess it could be worse. I could have cancer.",miscellaneous-jokes,285,187,0.6038136
Have you heard the story of the magic sandwich? Never mind^ it's just a bunch of bologna.,miscellaneous-jokes,281,343,0.4503205
A man is in court on trial. The judge says^ "On the 3rd August^ you were accused of killing your wife by beating her to death with a hammer^ how do you plead?" "Guilty"^ said the man in the dock. Another man at the back of the courtroom stands up and shouts^ "You dirty rat!" The judge asks the man to sit down and to refrain from making any noise. The judge then continues^ "...and also on the 17th September you are accused of killing your son by beating him to death with a hammer^ how do you plead?" "Guilty^" says the man in the dock. Again the same man at the back stands up and shouts even louder^ "You dirty rotten stinking rat!" At this point the Judge calls the loud man to the bench and says^ "I have already asked you to be quiet. If you continue with these outbursts^ I will have to charge you with contempt of court. I can understand your feelings^ but what relationship do you have with this man?" He replies^ "He is my next door neighbor." The judge replies^ "I can understand your feelings then^ but you must refrain from any comments." The man replied "No^ your honor^ you don't understand. Twice I have asked if I could borrow a hammer^ and BOTH TIMES he said he didn't have one!",miscellaneous-jokes,281,96,0.7453581
Q: Which two letters in the alphabet are always jealous? A: NV.,miscellaneous-jokes,279,176,0.61318684
''Doctor^ my nose is 11 inches long!" ''Come back when it grows into a foot!",miscellaneous-jokes,272,485,0.35931307
One day a farmer wakes up to go check on his cheese cow. He walks up and finds her dead in the grass. The man is so upset he kills himself. Then his wife wakes up. She finds her husband dead and goes to the lake and kills herself. Next the first son wakes up and notices everybody is dead. He goes down to the river and sees a mermaid. She swims up to him and says^ "Having a bad day^ huh? I'll tell you what. If you make love to me ten times in a row without stopping^ I'll bring everyone back to life. But if you don't^ I will kill you." He tries to do it^ but doesn't make it. She kills him. Then the second son wakes up and after seeing his dead parents^ also goes to the river where he sees his dead brother. The same mermaid swims up and tells him what she told his brother. He asks^ "If I make love to you 20 times^ what will you do?" She tells him^ "If you are able to perform 20 times in a row^ I will bring everyone back and make you the richest man alive." He then asks^ "Well if I do it 20 times in a row^ what's stopping you from dying? That's what happened to the cow.",miscellaneous-jokes,272,90,0.7513812
Q: What do cheap hotels and designer jeans have in common? A: No ballroom.,miscellaneous-jokes,268,236,0.53174603
A drunk staggers out of a bar and lets go of a loud belch just as a couple are walking in the door. The man yells at the drunk^ "How dare you belch before this woman!" The drunk says^ "I'm sorry! I didn't know she wanted to go first.",miscellaneous-jokes,268,194,0.5800866
A woman named Shirley was from Beverly Hills. One day^ she had a heart attack and was taken to Cedars Sinai Hospital. While on the operating table^ she had a near death experience. She saw God and asked^ “Is this it?” God said^ “No^ you have another 30 to 40 years to live.” Upon her recovery^ she decided to stay in the hospital and have collagen shots^ cheek implants^ a face lift^ liposuction^ and breast augmentation. She even had someone dye her hair. She figured since she had another 30 to 40 years^ she might as well make the most of it. She walked out of Cedars Sinai lobby after the last operation^ and was killed by an ambulance speeding up to the hospital. She arrived in front of God and said^ “I thought you said I had another 30 to 40 years?” God replied^ “Shirley! I’m sorry but I didn’t recognize you!”,miscellaneous-jokes,268,92,0.74444443
A farmer wrote a letter to his son in jail for robbing a bank: “This year^ I can’t plant potatoes because you are not here to plow the field." The son wrote back^ “Papa^ don’t dare plow the field. That is where I hid the money I stole.” The police intercepted the letter and by the next day they'd dug up the entire field but found nothing. The son wrote to his father^ “Now you can plant your potatoes.",miscellaneous-jokes,263,54,0.829653
Q: Why didn't the toilet paper cross the road? A: It got stuck in a crack.,miscellaneous-jokes,262,106,0.7119565
Q: Why is a river rich? A: Because it has two banks.,miscellaneous-jokes,262,130,0.6683673
Q: What is the difference between a Harley and a vacuum cleaner? A: The location of the dirt bag.,miscellaneous-jokes,261,137,0.6557789
When someone yawns^ do deaf people think they're screaming?,miscellaneous-jokes,260,83,0.7580175
A man was involved in an auto accident. A policeman ran up to the car and asked^ "Are you seriously injured?" The man said^ "How should I know? I'm a doctor not a lawyer.",miscellaneous-jokes,256,304,0.45714286
On a windy day^ an old lady is standing on a street corner^ holding on to her hat with both hands^ even though her dress is flying up over her face. An old man across the street sees her and runs over. As he approaches her^ he says^ "Sister^ you ought to be ashamed of yourself^ standing over here in all this wind with your dress flying over your head^ exposing your paraphernalia^ and you're holding that damn hat with both hands. You ought to be ashamed." She looked at him and said^ "Look here^ fool^ everything down there is 80 years old^ but this hat is brand new.",miscellaneous-jokes,253,67,0.790625
Q. What do you do if attacked by a clan of clowns? A. Go for the juggler.,miscellaneous-jokes,251,407,0.38145897
Two women friends had gone out for a girls night out^ and had been overenthusiastic on the cocktails. Incredibly drunk and walking home^ they suddenly realized they both needed to pee. They were very close to a graveyard^ and one of them suggested they do their business behind a headstone or something. The first woman had nothing to wipe with^ so she took off her panties^ used them^ and threw them away. Her friend however^ was wearing an expensive underwear set and didn't want to ruin hers^ but was lucky enough to salvage a large ribbon from a wreath that was on a grave and proceeded to wipe herself with it. After finishing^ they made their way home. The next day^ the first woman's husband phones the other husband and says^ "These girls' nights out have got to stop. My wife came home last night without her panties." "That's nothing^" said the other. "Mine came back with a sympathy card stuck between the cheeks of her butt that said^ "From all of us at the fire station^ we'll never forget you!",miscellaneous-jokes,248,33,0.8825623
Two guys are driving down 5th Avenue in Manhattan when they come up to a red light. The guy driving slams the gas pedal and they go zooming past the red light. His friend looks at him and says^ "Hey^ you just went through a red light." The guy driving says^ "Don't worry about it. My brother does it all the time." So they keep driving and they come to a second red light. The guy driving slams on the gas pedal and zooms past another red light. His friend is pretty mad^ looks at him and says^ "Hey man^ you just went through another red light. What the heck are you doing?" The guy driving tells his friend^ "Don't worry about it. My brother does this all the time." They come to a third red light and the guy driving slams on the gas^ zooming past the red light. His friend starts screaming at him^ "What the heck? You're going to get us killed! Pull over and let me out." The guy driving screams back at him^ "I'm telling you: don't worry about it. My brother^ he does it all the time." So they keep driving and they come to a green light. The guy driving slams on the brakes. His friend looks at him and says^ "Are you out of your mind? What the heck is wrong with you? You go flying past three red lights^ almost getting us killed^ and then you slam on the brakes when you have a green light?" The guy driving looks at his friend and says^ "I had to stop; my brother might have been coming.",miscellaneous-jokes,245,297,0.45202953
I got pulled over by a police officer and his dog sniffs for drugs. He comes over and says to me^ "My dog says you have weed in the car." I responded^ "Well I don't know about that^ but I want whatever got you talking to the dog!",miscellaneous-jokes,244,97,0.7155425
Q: What is tall when it is young and short when it is old? A: A candle.,miscellaneous-jokes,243,237,0.50625
Q: What do you call a vegan with diarrhea? A: A salad shooter.,miscellaneous-jokes,243,223,0.5214592
Q: How much does a hipster weigh? A: An instagram.,miscellaneous-jokes,242,238,0.50416666
A new patient was quite upset when the doctor’s nurse led him to a small^ curtained cubicle and told him to undress. "But I only want the doctor to look at an ingrown toenail!" he protested. "Our rule is that everyone must undress^" replied the blond nurse. "That’s a stupid rule^" grumbled the patient^ "making me undress just to look at my toe." "That’s nothing^" growled a voice from the next cubicle. "I just came to fix the phones!",miscellaneous-jokes,239,129,0.6494565
A drunk appears in front of a judge. The judge says^ "You've been brought here for drinking." The drunk says^ "Okay^ let's get started!",miscellaneous-jokes,239,84,0.7399381
A policeman stops a lady and asks for her license. He says^ "Lady^ it says here that you should be wearing glasses." The woman answered^ "Well^ I have contacts." The policeman replied^ "I don't care who you know! You're getting a ticket!",miscellaneous-jokes,231,134,0.6328767
A guy goes to see his doctor^ and the doctor says^ "Well^ I'm afraid you have six weeks to live." The guy says^ "Oh damn^ well what should I do doctor?" The doctor tells him^ "You should take a mud bath once a day for the next six weeks^" and the guy asks^ "Why? Is that supposed to help?" and the doctor says^ "No^ but it'll get you used to being in the ground.",miscellaneous-jokes,230,132,0.6353591
Knock knock. Who's there? Boo. Boo who? Stop crying^ you little baby.,miscellaneous-jokes,225,113,0.66568047
The old couple had been married for 50 years. They were sitting at the breakfast table one morning when the wife says^ 'Just think^ fifty years ago we were sitting at this same breakfast table together.' 'I know^' the old man said. 'We were probably sitting here naked as a jaybird^ too .' 'Well^' Granny snickered. 'Let's relive some old times.' Where upon^ the two stripped to the buff and sat back down at the table. 'You know^ honey^' the little old lady breathlessly replied^ 'My nipples are as hot for you today as they were fifty years ago.' 'I wouldn't be surprised^' replied Gramps. 'One's in your coffee and the other is in your oatmeal.',miscellaneous-jokes,222,49,0.8191882
Q: Why did the house go to the doctor? A: It was having window pains.,miscellaneous-jokes,217,199,0.52163464
Teacher: "If I gave you 2 cats and another 2 cats and another 2^ how many will you have?" Johnny: "Seven." Teacher: "No^ listen carefully... If I gave you 2 cats^ and another 2 cats and another 2^ how many will you have?" Johnny: "Seven." Teacher: "Let me put it to you differently. If I gave you 2 apples^ and another 2 apples and another 2^ how many would you have?" Johnny: "Six." Teacher: "Good. Now if I gave you 2 cats^ and another 2 cats and another 2^ how many would you have?" Johnny: "Seven!" Teacher: "Johnny^ where in the heck do you get seven from?!" Johnny: Because I've already got a freaking cat!",miscellaneous-jokes,217,26,0.8930041
Q: Why did the dyslexic agnostic with insomnia stay up all night? A: She was wondering if there really is a dog.,miscellaneous-jokes,215,291,0.4249012
A: "Why are you late?" B: "There was a man who lost a hundred dollar bill." A: "That's nice. Were you helping him look for it?" B: "No^ I was standing on it.",miscellaneous-jokes,215,81,0.7263514
In the men's bathroom^ an accountant^ a lawyer^ and a cowboy were standing side by side using the urinal. The accountant finished^ zipped up^ and started washing and literally scrubbing his hands^ clear up to his elbows. He used 20 paper towels before he finished. He turned to the other two men and commented^ "I graduated from the University of Michigan^ and they taught us to be clean." The lawyer finished^ zipped up^ and quickly wet the tips of his fingers^ grabbed one paper towel and commented^ "I graduated from the University of California^ and they taught us to be environmentally conscious." The cowboy zipped up^ and as he was walking out the door^ he said^ "I graduated from Texas Tech University^ and they taught us not to piss on our hands.",miscellaneous-jokes,214,77,0.7353952
Q. Why are mountains not just funny? A. They are also hill areas.,miscellaneous-jokes,209,415,0.3349359
Teacher: Maria please point to America on the map. Maria: This is it. Teacher: Well done. Now class^ who found America? Class: Maria did.,miscellaneous-jokes,209,119,0.6371951
Q: You're trapped in a room with a tiger^ a rattlesnake and a lawyer. You have a gun with two bullets. What should you do? A: Shoot the lawyer. Twice.,miscellaneous-jokes,208,155,0.57300276
Q: How can you get high underwater? A: Sea weed,miscellaneous-jokes,206,121,0.6299694
Q: How do you turn a duck into a soul singer? A: Put it in the microwave until it's Bill Withers.,miscellaneous-jokes,201,319,0.38653848
Q: Why did the zombie go to the music store? A: He wanted to buy some organs.,miscellaneous-jokes,201,147,0.57758623
An apartment building is on fire. Firefighters are on the scene^ however both their ladder and life net are broken. A star quarterback sees the commotion and asks^ "What's happening? Can I help?" The fire chief says^ "There's a mother and baby stuck in the building on the 19th floor! The mother is up there in the window. Can you catch her child?" The mother frantically waves down to the men below and the football player shouts up to her^ "Go ahead^ I'm ready!" He holds his arms out and the women drops the infant. Just when the quarterback deftly catches the child^ he spikes it to the ground yelling^ "TOUCHDOWN!",miscellaneous-jokes,200,129,0.60790277
Chuck Norris' daughter lost her virginity. He got it back.,miscellaneous-jokes,200,187,0.5167959
Q: Why is diarrhea hereditary? A: It runs in your genes.,miscellaneous-jokes,199,155,0.5621469
If you think nobody cares you are alive^ try missing a couple of payments.,miscellaneous-jokes,197,98,0.6677966
Q: What is green and fuzzy and if it fell out of a tree it would kill you? A: A pool table.,miscellaneous-jokes,194,282,0.40756303
Q: What runs but never walks? A: Water.,miscellaneous-jokes,192,94,0.67132866
I'm an anesthesiologist. I get to pass gas for a living.,miscellaneous-jokes,191,281,0.40466103
The teacher asked little Johnny to use the word "definitely" in a sentence. Little Johnny replies^ "Teacher^ do farts have lumps in them?" The teacher says^ "Of course not Johnny." To which Johnny replies^ "Then I have definitely s**t my pants.",miscellaneous-jokes,191,41,0.82327586
I'm so hot^ when I took of my clothes in the bathroom^ the shower got turned on.,miscellaneous-jokes,190,82,0.6985294
What did the zero say to the eight? I like your belt!,miscellaneous-jokes,188,207,0.47594938
Don't trust atoms. They make up everything.,miscellaneous-jokes,187,94,0.66548043
Two rednecks were walking along when they saw a dog licking its balls. The first redneck said^ "I wish I could do that." The other redneck said^ "You dumbass^ he would bite you.",miscellaneous-jokes,187,42,0.8165939
A guy is going on an ocean cruise and he tells his doctor that he's worried about getting seasick. The doctor suggests^ ''Eat two pounds of stewed tomatoes before you leave the dock.'' The guy replies^ ''Will that keep me from getting sick^ Doc?'' The doctor says^ "No^ but it'll look really pretty in the water.'',miscellaneous-jokes,187,265,0.41371682
An elderly woman went to her local doctor's office and asked to speak with her doctor. When the receptionist asked why she was there^ she replied^ I'd like to have some birth control pills. Taken back^ the doctor thought for a minute and then said^ "Excuse me^ Mrs. Glenwood^ but you're 80 years old. What would you possibly need birth control pills for?" The woman replied^ "They help me sleep better." The doctor considered this for a second^ and continued^ "How in the world do birth control pills help you sleep?" The woman said^ "I put them in my granddaughter's orange juice^ and I sleep better at night.",miscellaneous-jokes,185,35,0.84090906
A woman answered the doorbell with a man standing on her porch. The man said^ "I'm terribly sorry. I just ran over your cat and I would like to replace it for you." The woman replied^ "Well that's alright with me^ but how are you at catching mice?",miscellaneous-jokes,182,81,0.69201523
Knock^ knock. Who's there? Daisy. Daisy who? Daisy me rollin'^ they hatin'.,miscellaneous-jokes,182,196,0.4814815
Police arrested two kids yesterday^ one was drinking battery acid^ the other was eating fireworks. They charged one^ and let the other one off.,miscellaneous-jokes,182,91,0.6666667
Q: What does half of an apple look like? A: The other half.,miscellaneous-jokes,181,247,0.4228972
